what is it with white women in nursing,38,0.0,0,thetalkingjed
"If you want to feel better about needing things, about not wanting to need things, and about realizing that your needs matter, give this a read. You absolutely won’t regret it https://t.co/dp2wSJv5rP",199,0.02512562814070352,9,wildenian_thot
if we see the other side of this I'm getting into makeup,56,0.017857142857142856,1,thetalkingjed
There aren’t enough girlbosses these days... how are we as Americans maximizing our slaying ability?,100,0.02,4,wildenian_thot
Game of thrones is the poor man's king of the hill,50,0.02,1,isnascarasport
This thread watered all my fields and filled the void in my cold dead heart https://t.co/UFZI6usWUA,99,0.08080808080808081,5,wildenian_thot
"I would NEVER, EVER, give my child a J name.  I won’t release that sort of evil into the world",94,0.1276595744680851,3,wildenian_thot
Absolutely obsessed with the implications of Craisins,53,0.03773584905660377,0,wildenian_thot
Feeling pretty boy life in eu right now,39,0.02564102564102564,0,isnascarasport
rebranding as someone who is sorry to hear that,47,0.0,0,thetalkingjed
"how long would I have to lay in bed for nature to have its way with my body, reverting me back into the unencumbered, life-giving soil I was so obviously meant to be?",166,0.012048192771084338,4,thetalkingjed
how can comp sci students have tech problems? like bro just look at someone else's notes,88,0.0,2,thetalkingjed
so excited Arya Stark announced her presidential campaign last night,68,0.029411764705882353,0,thetalkingjed
protect furries,15,0.0,0,thetalkingjed
"thinking about that first night when I closed my eyes and k k slider spoke directly into my soul, I haven't had a dream match that caliber of spirit energy ever since",166,0.012048192771084338,2,thetalkingjed
To the man wearing a leather jacket and camo hat in my Italian class: I have feelings for you,93,0.03225806451612903,1,wildenian_thot
Wigwam Weekend Tonight as 7 on https://t.co/McqivsIG9z or 91.1 fm https://t.co/IdM7kR0Gdq,89,0.11235955056179775,11,isnascarasport
I wanna be the bachelor I can make a huge deal about being a virgin and how I’ve never dated a woman,100,0.03,0,wildenian_thot
round the city round the c*ck,29,0.0,1,wildenian_thot
I was rooting for you... we were ALL rooting for you https://t.co/n3WVBRGokB,76,0.13157894736842105,8,wildenian_thot
Everytime I do something that costs $5 I compare it's worth to 20 mcnuggets,75,0.04,2,isnascarasport
I'm a homeowner with no debt at 21.  What are y'all doing? #AnimalCrossing #ACNH https://t.co/v60wRMfNZD,104,0.125,11,wildenian_thot
Wigwam Weekend Tonight At 7 https://t.co/30fitvRTbQ or 91.1 FM https://t.co/wtGUcOpbIZ,86,0.16279069767441862,11,isnascarasport
#flatgeorge http://t.co/HExyxRWqg2,34,0.11764705882352941,6,isnascarasport
Magnets how do they work?,25,0.04,1,isnascarasport
Happiest students in America because our evil overlords will imprison us in the fun-mobile if we frown https://t.co/AgZwSV0WHJ,126,0.07142857142857142,6,wildenian_thot
kinda mad how there are only four spatial dimensions,52,0.0,0,thetalkingjed
Lil ceasers &gt;&gt;&gt;&gt;&gt;&gt; Papa John's any day,56,0.05357142857142857,13,isnascarasport
Thrasher x Auburn Athletics?,28,0.10714285714285714,1,isnascarasport
Major 🔑 Alert: the only way to surprise your girl for Valentine’s Day is to NOT do anything for Valentine’s Day  xoxo Gossip Girl,129,0.08527131782945736,1,wildenian_thot
"amy duncan should have been arrested multiple times, also ivy should've been the star of the show",97,0.0,2,thetalkingjed
Mukbang,7,0.14285714285714285,0,wildenian_thot
Quarantine date night with my Capricorn https://t.co/Sh4BTeF0I6,63,0.1111111111111111,5,wildenian_thot
What if Jonny knocksville became the president,46,0.043478260869565216,0,isnascarasport
Preacher: you’re breathing now so god can love you   Me: *dies to flex on god*,78,0.02564102564102564,4,wildenian_thot
When Disney bought fox I had no idea that was because they were putting Stewie Griffin in avengers,98,0.05102040816326531,0,isnascarasport
Wine And Facemask night,23,0.13043478260869565,0,wildenian_thot
hope you're doing well bruh,27,0.0,1,thetalkingjed
Might have had to give my Spotify information to a sketchy bot to get this but here is a festival based off my last 6 months of listening https://t.co/Bud7q9mGbP,161,0.031055900621118012,5,isnascarasport
